project_id,project_name,project_domain,section_name,mode,model_name,generated_text,used_chunks
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Основания для разработки,rag_gost,anthropic/claude-sonnet-4-20250514,"# 2. ОСНОВАНИЯ ДЛЯ РАЗРАБОТКИ

Разработка информационной системы поддержки выпускных квалификационных работ (далее — Система) осуществляется в соответствии с требованиями федерального законодательства в сфере образования и внутренними нормативными актами образовательной организации.

Правовыми основаниями для создания Системы являются:

— Федеральный закон от 29.12.2012 № 273-ФЗ «Об образовании в Российской Федерации», устанавливающий требования к организации образовательного процесса и итоговой аттестации обучающихся;

— Приказ Министерства науки и высшего образования Российской Федерации от 06.04.2021 № 245 «Об утверждении Порядка организации и осуществления образовательной деятельности по образовательным программам высшего образования — программам бакалавриата, программам специалитета, программам магистратуры»;

— Федеральные государственные образовательные стандарты высшего образования по соответствующим направлениям подготовки;

— Положение о выпускных квалификационных работах образовательной организации;

— Решение ученого совета образовательной организации о необходимости автоматизации процессов подготовки и защиты выпускных квалификационных работ.

Техническими основаниями для разработки являются:

— необходимость повышения эффективности управления процессом подготовки выпускных квалификационных работ;

— потребность в централизованном хранении и систематизации информации о темах ВКР, научных руководителях и ходе выполнения работ;

— требование обеспечения прозрачности и контролируемости процесса подготовки ВКР для всех участников образовательного процесса;

— необходимость создания электронного архива выпускных квалификационных работ с разграничением доступа по ролям пользователей.

Экономическими основаниями служат:

— снижение трудозатрат сотрудников деканатов на ведение документооборота по ВКР;

— сокращение времени на поиск и предоставление информации о ходе подготовки выпускных работ;

— исключение дублирования данных и минимизация ошибок при ведении учетной документации.","chunk_1, chunk_146, chunk_147, chunk_148, chunk_149, chunk_150, chunk_151, chunk_152"
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Основания для разработки,rag_full,anthropic/claude-sonnet-4-20250514,"# 2. ОСНОВАНИЯ ДЛЯ РАЗРАБОТКИ

Разработка информационной системы поддержки выпускных квалификационных работ осуществляется на основании следующих документов и обстоятельств:

## 2.1. Нормативные документы

2.1.1. Федеральный закон от 29.12.2012 № 273-ФЗ «Об образовании в Российской Федерации», устанавливающий требования к организации образовательного процесса и итоговой аттестации обучающихся.

2.1.2. Приказ Минобрнауки России от 29.06.2015 № 636 «Об утверждении Порядка проведения государственной итоговой аттестации по образовательным программам высшего образования — программам бакалавриата, программам специалитета и программам магистратуры».

2.1.3. Федеральные государственные образовательные стандарты высшего образования по реализуемым в университете направлениям подготовки.

2.1.4. Устав университета и локальные нормативные акты, регламентирующие порядок подготовки и защиты выпускных квалификационных работ.

## 2.2. Организационные основания

2.2.1. Решение ученого совета университета о необходимости совершенствования процессов управления подготовкой выпускных квалификационных работ и повышения качества их организационно-методического сопровождения.

2.2.2. Приказ ректора университета о создании информационной системы поддержки ВКР в рамках развития цифровой образовательной среды вуза.

## 2.3. Технические и методические основания

2.3.1. Результаты анализа существующих процессов подготовки ВКР, выявившие необходимость автоматизации следующих операций:
- регистрации и учета тем выпускных квалификационных работ;
- закрепления научных руководителей за студентами;
- контроля хода выполнения работ;
- организации документооборота между участниками процесса;
- формирования отчетности по подготовке ВКР.

2.3.2. Требования по обеспечению долгосрочного хранения и систематизации выпускных квалификационных работ в электронном виде с возможностью поиска и аналитической обработки.

2.3.3. Необходимость разграничения доступа к информации о ВКР в соответствии с ролями участников образовательного процесса и требованиями информационной безопасности.

2.3.4. Потребность в интеграции системы с существующей информационной инфраструктурой университета для обеспечения единого информационного пространства.","chunk_1, chunk_2, chunk_90, chunk_284, chunk_61, chunk_364, chunk_379, chunk_388"
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Назначение системы,baseline,anthropic/claude-sonnet-4-20250514,"# 2. НАЗНАЧЕНИЕ СИСТЕМЫ

## 2.1 Назначение разработки

Система поддержки ВКР предназначена для автоматизации процессов подготовки, сопровождения и хранения выпускных квалификационных работ студентов в образовательной организации высшего образования.

Разработка системы направлена на:
- повышение эффективности управления процессом подготовки выпускных квалификационных работ;
- обеспечение централизованного учета и контроля выполнения ВКР;
- создание единого информационного пространства для взаимодействия студентов, научных руководителей и административного персонала;
- формирование электронного архива выпускных квалификационных работ с возможностью поиска и аналитической обработки данных.

## 2.2 Область применения

Система поддержки ВКР применяется в структурных подразделениях образовательной организации, осуществляющих подготовку специалистов, бакалавров и магистров, для автоматизации следующих процессов:
- регистрация и утверждение тем выпускных квалификационных работ;
- закрепление научных руководителей за студентами;
- контроль хода выполнения ВКР на всех этапах подготовки;
- загрузка, хранение и версионный контроль текстов выпускных работ;
- формирование отчетной документации по процессу подготовки ВКР;
- обеспечение доступа к архиву защищенных выпускных квалификационных работ.

Система предназначена для использования студентами выпускных курсов, научными руководителями, сотрудниками деканатов, учебно-методических управлений и библиотечных служб образовательной организации.",
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Назначение системы,rag_gost,anthropic/claude-sonnet-4-20250514,"# 3. НАЗНАЧЕНИЕ СИСТЕМЫ

## 3.1 Функциональное назначение

Система поддержки ВКР предназначена для автоматизации процессов подготовки, сопровождения и архивного хранения выпускных квалификационных работ студентов высшего учебного заведения.

Система обеспечивает комплексную информационную поддержку следующих процессов:
- регистрация и утверждение тем выпускных квалификационных работ;
- закрепление научных руководителей за студентами;
- контроль этапов выполнения ВКР;
- загрузка и версионное управление текстами работ;
- организация доступа к архиву защищенных ВКР;
- формирование отчетности по процессам подготовки ВКР.

## 3.2 Эксплуатационное назначение

Система предназначена для эксплуатации в структурных подразделениях высшего учебного заведения, участвующих в организации и проведении итоговой государственной аттестации студентов.

Основными пользователями системы являются:
- студенты выпускных курсов;
- научные руководители ВКР;
- сотрудники деканатов факультетов;
- сотрудники учебно-методических подразделений;
- члены государственных экзаменационных комиссий;
- администраторы системы.

Система должна функционировать в рамках существующей информационно-технологической инфраструктуры университета и обеспечивать интеграцию с действующими информационными системами учебного процесса.

## 3.3 Условия эксплуатации

Система должна обеспечивать круглосуточную доступность в период подготовки и защиты ВКР с возможностью планового технического обслуживания в нерабочее время.

Эксплуатация системы должна осуществляться в соответствии с требованиями информационной безопасности, установленными в высшем учебном заведении, включая разграничение доступа к информации в зависимости от роли пользователя и статуса выпускной квалификационной работы.","chunk_1, chunk_146, chunk_147, chunk_148, chunk_149, chunk_150, chunk_151, chunk_152"
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Назначение системы,rag_full,anthropic/claude-sonnet-4-20250514,"# 3. НАЗНАЧЕНИЕ СИСТЕМЫ

## 3.1. Назначение системы

Система поддержки ВКР предназначена для автоматизации процессов подготовки, сопровождения и хранения выпускных квалификационных работ студентов в образовательной организации высшего образования.

Система обеспечивает автоматизацию следующих видов деятельности:
- управление процессом подготовки выпускных квалификационных работ;
- документооборот в рамках выполнения ВКР;
- информационное взаимодействие участников образовательного процесса;
- архивное хранение и предоставление доступа к завершенным ВКР.

Объектами автоматизации являются:
- процессы регистрации и утверждения тем выпускных квалификационных работ;
- процессы закрепления научных руководителей за студентами;
- процессы загрузки, версионирования и контроля промежуточных и итоговых материалов ВКР;
- процессы предоставления доступа к архиву выпускных квалификационных работ;
- процессы мониторинга хода выполнения ВКР.

## 3.2. Цели создания системы

Основными целями создания системы являются:

- повышение эффективности управления процессом подготовки выпускных квалификационных работ за счет централизации информации и автоматизации документооборота;

- обеспечение прозрачности и контролируемости процесса выполнения ВКР для всех участников образовательного процесса;

- создание единого информационного пространства для взаимодействия студентов, научных руководителей и сотрудников деканатов;

- формирование структурированного электронного архива выпускных квалификационных работ с возможностью поиска и предоставления доступа в соответствии с установленными правами пользователей;

- снижение трудозатрат сотрудников деканатов на административное сопровождение процесса подготовки ВКР;

- обеспечение сохранности и доступности результатов научно-исследовательской деятельности студентов для дальнейшего использования в образовательном процессе.","chunk_2, chunk_90, chunk_284, chunk_1, chunk_364, chunk_61, chunk_30, chunk_396"
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Требования к системе,baseline,anthropic/claude-sonnet-4-20250514,"# 3. ТРЕБОВАНИЯ К СИСТЕМЕ

## 3.1 Требования к системе в целом

### 3.1.1 Требования к структуре и функционированию системы

Система поддержки ВКР должна представлять собой многопользовательскую информационную систему, обеспечивающую автоматизацию процессов подготовки, сопровождения и архивирования выпускных квалификационных работ студентов.

Система должна функционировать в архитектуре «клиент-сервер» с веб-интерфейсом и обеспечивать одновременную работу не менее 100 пользователей.

Система должна поддерживать следующие основные процессы:
- регистрация и утверждение тем ВКР;
- назначение и смена научных руководителей;
- загрузка и версионирование текстов работ;
- контроль выполнения календарных планов;
- формирование отчетной документации;
- архивирование завершенных работ.

### 3.1.2 Требования к надежности

Система должна обеспечивать:
- коэффициент готовности не менее 0,98;
- время восстановления после сбоя не более 4 часов;
- автоматическое резервное копирование данных с периодичностью не реже одного раза в сутки;
- сохранность данных при аварийных отключениях питания.

### 3.1.3 Требования к безопасности

Система должна обеспечивать:
- аутентификацию пользователей по логину и паролю;
- разграничение доступа в соответствии с ролевой моделью;
- защиту от несанкционированного доступа к файлам ВКР;
- ведение журнала действий пользователей;
- шифрование передаваемых данных по протоколу HTTPS.

## 3.2 Требования к функциям системы

### 3.2.1 Управление темами ВКР

Система должна обеспечивать:
- ввод и редактирование тем ВКР с указанием направления подготовки, кафедры, предполагаемого руководителя;
- утверждение тем уполномоченными сотрудниками деканата;
- закрепление тем за студентами с формированием приказа;
- контроль уникальности тем в рамках учебного года и направления подготовки.

### 3.2.2 Управление научным руководством

Система должна обеспечивать:
- назначение научных руководителей из числа преподавателей кафедр;
- изменение руководителя с сохранением истории назначений;
- контроль нагрузки преподавателей по количеству курируемых работ;
- уведомление руководителей о назначениях и изменениях.

### 3.2.3 Управление файлами работ

Система должна обеспечивать:
- загрузку файлов в форматах DOC, DOCX, PDF размером до 50 МБ;
- версионирование загружаемых файлов с сохранением истории изменений;
- проверку загружаемых файлов на наличие вирусов;
- возможность добавления комментариев к версиям файлов.

### 3.2.4 Контроль выполнения работ

Система должна обеспечивать:
- ведение календарных планов выполнения ВКР;
- отметки о выполнении этапов работы;
- формирование уведомлений о приближающихся сроках;
- генерацию отчетов о ходе выполнения работ по кафедрам и направлениям.

## 3.3 Требования к видам обеспечения

### 3.3.1 Требования к математическому обеспечению

Система должна реализовывать алгоритмы:
- проверки уникальности тем ВКР;
- контроля соблюдения календарных планов;
- формирования статистических отчетов;
- поиска работ по различным критериям.

### 3.3.2 Требования к информационному обеспечению

Система должна содержать справочники:
- направлений подготовки и специальностей;
- кафедр и факультетов;
- преподавателей с указанием должностей и ученых степеней;
- студентов с указанием групп и направлений подготовки.

Система должна хранить данные о:
- темах ВКР с полной атрибутивной информацией;
- назначениях научных руководителей;
- версиях файлов работ с метаданными;
- календарных планах и отметках об их выполнении.

### 3.3.3 Требования к программному обеспечению

Система должна функционировать под управлением:
- серверной операционной системы семейства Linux или Windows Server;
- СУБД, поддерживающей стандарт SQL (PostgreSQL, MySQL, MS SQL Server);
- веб-сервера Apache или IIS.

Клиентская часть должна функционировать в веб-браузерах Chrome, Firefox, Safari, Edge актуальных версий.

### 3.3.4 Требования к техническому обеспечению

Минимальные требования к серверному оборудованию:
- процессор: 4 ядра, частота 2,4 ГГц;
- оперативная память: 8 ГБ;
- дисковое пространство: 500 ГБ;
- сетевое подключение: 100 Мбит/с.

Требования к клиентским рабочим местам:
- процессор: 2 ядра, частота 1,8 ГГц;
- оперативная память: 4 ГБ;
- сетевое подключение: 10 Мбит/с;
- разрешение экрана: не менее 1024×768 пикселей.",
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Требования к системе,rag_gost,anthropic/claude-sonnet-4-20250514,"# 4. ТРЕБОВАНИЯ К СИСТЕМЕ

## 4.1. Требования к системе в целом

### 4.1.1. Функциональные требования

Система поддержки ВКР должна обеспечивать автоматизацию следующих процессов:

4.1.1.1. **Управление темами выпускных квалификационных работ:**
- регистрация и ведение реестра тем ВКР по направлениям подготовки;
- закрепление тем за студентами с учетом их академических показателей и предпочтений;
- контроль уникальности тематики в рамках направления подготовки и учебного года;
- формирование отчетности по распределению тем.

4.1.1.2. **Управление научным руководством:**
- ведение базы данных научных руководителей с указанием их квалификации и нагрузки;
- автоматизированное закрепление научных руководителей за студентами;
- контроль соблюдения нормативов нагрузки преподавателей;
- обеспечение взаимодействия между студентами и руководителями в рамках системы.

4.1.1.3. **Управление процессом подготовки ВКР:**
- загрузка и версионирование промежуточных материалов работы;
- контроль соблюдения календарного плана выполнения ВКР;
- фиксация этапов готовности работы и отметок научного руководителя;
- автоматизированное формирование уведомлений о приближающихся сроках.

4.1.1.4. **Архивирование и обеспечение доступа к ВКР:**
- централизованное хранение итоговых версий выпускных квалификационных работ;
- организация поиска и фильтрации работ по различным критериям;
- обеспечение долгосрочного хранения с возможностью миграции данных;
- формирование статистических отчетов по архиву ВКР.

### 4.1.2. Требования к надежности

4.1.2.1. Система должна обеспечивать коэффициент готовности не менее 0,98 в течение учебного года.

4.1.2.2. Среднее время восстановления работоспособности системы после сбоя не должно превышать 4 часов.

4.1.2.3. Система должна обеспечивать автоматическое резервное копирование данных с периодичностью не реже одного раза в сутки.

### 4.1.3. Требования безопасности

4.1.3.1. Система должна обеспечивать разграничение доступа на основе ролевой модели с выделением следующих основных ролей:
- студент;
- научный руководитель;
- сотрудник деканата;
- администратор системы.

4.1.3.2. Доступ к системе должен осуществляться посредством аутентификации пользователей с использованием учетных записей корпоративной информационной системы университета.

4.1.3.3. Система должна обеспечивать протоколирование всех операций пользователей с возможностью аудита действий.

4.1.3.4. Конфиденциальные данные должны храниться в зашифрованном виде с использованием современных криптографических алгоритмов.

### 4.1.4. Требования к эргономике и технической эстетике

4.1.4.1. Пользовательский интерфейс должен соответствовать принципам интуитивности и простоты использования.

4.1.4.2. Система должна обеспечивать адаптивный дизайн для работы на различных устройствах (персональные компьютеры, планшеты, мобильные устройства).

4.1.4.3. Время отклика системы на запросы пользователя не должно превышать 3 секунд при стандартной нагрузке.

### 4.1.5. Требования к составу и параметрам технических средств

4.1.5.1. Система должна функционировать в архитектуре клиент-сервер с веб-интерфейсом.

4.1.5.2. Серверная часть должна обеспечивать одновременную работу не менее 200 пользователей.

4.1.5.3. Система должна поддерживать масштабирование при увеличении количества пользователей и объема данных.

### 4.1.6. Требования к информационной и программной совместимости

4.1.6.1. Система должна обеспечивать интеграцию с существующими информационными системами университета:
- система управления учебным процессом;
- система электронного документооборота;
- корпоративная система аутентификации.

4.1.6.2. Система должна поддерживать экспорт данных в стандартных форматах (PDF, MS Office, XML).

4.1.6.3. Должна быть обеспечена возможность интеграции с внешними системами проверки на плагиат.","chunk_1, chunk_146, chunk_147, chunk_148, chunk_149, chunk_150, chunk_151, chunk_152"
vkr_support,Система поддержки ВКР,образовательные процессы в вузе,Требования к системе,rag_full,anthropic/claude-sonnet-4-20250514,"# 4. ТРЕБОВАНИЯ К СИСТЕМЕ

## 4.1. Требования к системе в целом

Система поддержки ВКР должна обеспечивать автоматизацию процессов подготовки, сопровождения и архивного хранения выпускных квалификационных работ студентов университета в соответствии с требованиями федеральных государственных образовательных стандартов высшего образования и локальными нормативными актами университета.

Система должна функционировать в режиме многопользовательского доступа с разграничением прав доступа в зависимости от роли пользователя. Время непрерывной работы системы должно составлять не менее 16 часов в сутки в рабочие дни и не менее 8 часов в выходные и праздничные дни.

Система должна обеспечивать одновременную работу не менее 100 пользователей без снижения производительности. Время отклика системы на запросы пользователей не должно превышать 3 секунд при стандартной нагрузке.

## 4.2. Требования к функциям, выполняемым системой

### 4.2.1. Управление темами ВКР

Система должна обеспечивать:
- регистрацию и ведение реестра тем выпускных квалификационных работ по направлениям подготовки и кафедрам;
- утверждение тем ВКР уполномоченными сотрудниками деканатов;
- закрепление тем за студентами с указанием научного руководителя;
- возможность корректировки формулировок тем в установленные сроки;
- формирование отчетов по распределению тем ВКР.

### 4.2.2. Управление научным руководством

Система должна обеспечивать:
- ведение базы данных научных руководителей с указанием их квалификации и нагрузки;
- назначение и смену научных руководителей;
- контроль соблюдения нормативов нагрузки научных руководителей;
- уведомление руководителей о назначении и изменениях в составе руководимых студентов.

### 4.2.3. Управление версиями работ

Система должна обеспечивать:
- загрузку промежуточных и итоговых версий ВКР в электронном виде;
- контроль версий документов с возможностью отслеживания истории изменений;
- проверку соответствия загружаемых файлов установленным требованиям к формату и объему;
- возможность добавления комментариев и рецензий к версиям работ;
- автоматическое уведомление участников процесса о загрузке новых версий.

### 4.2.4. Архивное хранение

Система должна обеспечивать:
- долгосрочное хранение защищенных ВКР в электронном архиве;
- поиск работ по различным критериям (автор, руководитель, тема, год защиты, направление подготовки);
- экспорт метаданных о работах для внешних систем;
- формирование статистических отчетов по архиву ВКР.

## 4.3. Требования к видам обеспечения

### 4.3.1. Требования к информационному обеспечению

Система должна интегрироваться с существующими информационными системами университета для получения актуальных данных о студентах, преподавателях и учебных планах. Структура базы данных должна обеспечивать целостность и непротиворечивость хранимой информации.

### 4.3.2. Требования к программному обеспечению

Система должна функционировать на базе современных веб-технологий с обеспечением кроссплатформенности и кроссбраузерности. Пользовательский интерфейс должен быть адаптивным и обеспечивать удобство работы на различных устройствах.

### 4.3.3. Требования к техническому обеспечению

Система должна функционировать на серверном оборудовании университета с возможностью масштабирования при увеличении нагрузки. Должна быть обеспечена возможность резервного копирования данных и восстановления системы в случае сбоев.

### 4.3.4. Требования к информационной безопасности

Система должна обеспечивать:
- аутентификацию пользователей через единую систему авторизации университета;
- разграничение доступа к функциям и данным в соответствии с ролевой моделью;
- защиту персональных данных в соответствии с требованиями федерального законодательства;
- ведение журнала аудита действий пользователей;
- защиту от несанкционированного доступа к архиву ВКР.

### 4.3.5. Требования к эргономике и технической эстетике

Интерфейс системы должен соответствовать принципам юзабилити и обеспечивать интуитивно понятную навигацию. Система должна предоставлять контекстную справочную информацию и руководство пользователя.","chunk_90, chunk_364, chunk_284, chunk_2, chunk_61, chunk_1, chunk_398, chunk_379"
edo_department,Подсистема ЭДО кафедры,электронный документооборот,Основания для разработки,baseline,anthropic/claude-sonnet-4-20250514,"# 1. ОСНОВАНИЯ ДЛЯ РАЗРАБОТКИ

## 1.1 Документ, на основании которого ведется разработка

Разработка подсистемы электронного документооборота кафедры ведется на основании решения ученого совета университета о модернизации корпоративной информационной системы и внедрении цифровых технологий в административные процессы образовательной организации.

## 1.2 Организация, утвердившая документ

Документ-основание утвержден ректором университета в рамках программы цифровой трансформации образовательного процесса и административно-хозяйственной деятельности.

## 1.3 Наименование и условное обозначение темы разработки

**Наименование темы:** Подсистема электронного документооборота кафедры в составе корпоративной информационной системы университета

**Условное обозначение:** ЭДО-Кафедра

## 1.4 Плановые сроки начала и окончания работы по созданию системы

- **Начало разработки:** в соответствии с утвержденным планом цифровой трансформации университета
- **Окончание разработки:** определяется техническим заданием на разработку
- **Ввод в эксплуатацию:** поэтапно, начиная с пилотного внедрения на одной кафедре с последующим масштабированием

## 1.5 Сведения об источниках и порядке финансирования работ

Финансирование разработки осуществляется за счет средств университета, предусмотренных на модернизацию информационной инфраструктуры и внедрение цифровых технологий в образовательный процесс.

## 1.6 Порядок оформления и предъявления заказчику результатов работ по созданию системы

Результаты работ оформляются в виде:
- программного обеспечения подсистемы ЭДО кафедры;
- комплекта эксплуатационной документации;
- материалов приемо-сдаточных испытаний;
- регламентов эксплуатации и сопровождения системы.

Приемка результатов работ осуществляется комиссией, назначаемой ректором университета, с участием представителей заказчика, разработчика и службы информационных технологий университета.",
edo_department,Подсистема ЭДО кафедры,электронный документооборот,Основания для разработки,rag_gost,anthropic/claude-sonnet-4-20250514,"# 2. ОСНОВАНИЯ ДЛЯ РАЗРАБОТКИ

Разработка подсистемы электронного документооборота кафедры выполняется в соответствии с:

— Федеральным законом от 27.07.2006 № 149-ФЗ «Об информации, информационных технологиях и о защите информации»;

— Федеральным законом от 06.04.2011 № 63-ФЗ «Об электронной подписи»;

— Федеральным законом от 29.12.2012 № 273-ФЗ «Об образовании в Российской Федерации»;

— Постановлением Правительства РФ от 15.06.2009 № 478 «О единой системе информационно-телекоммуникационного обеспечения деятельности государственных органов и органов местного самоуправления»;

— требованиями к обеспечению защиты информации в информационных системах персональных данных, утвержденными приказом ФСТЭК России от 18.02.2013 № 21;

— стратегией развития информационного общества в Российской Федерации на 2017-2030 годы, утвержденной Указом Президента РФ от 09.05.2017 № 203;

— программой «Цифровая экономика Российской Федерации», утвержденной распоряжением Правительства РФ от 28.07.2017 № 1632-р;

— уставом университета и положением о кафедре;

— концепцией развития корпоративной информационной системы университета;

— техническим заданием на создание корпоративной информационной системы университета.

Необходимость создания подсистемы ЭДО кафедры обусловлена требованиями повышения эффективности управления документооборотом в структурных подразделениях университета, обеспечения прозрачности процессов согласования документов, сокращения временных затрат на обработку служебной корреспонденции и создания единого информационного пространства для работы с документами на уровне кафедры.

Подсистема разрабатывается как составная часть корпоративной информационной системы университета с обеспечением интеграции с существующими информационными системами и подсистемами вуза.","chunk_1, chunk_146, chunk_147, chunk_148, chunk_149, chunk_150, chunk_151, chunk_152"
edo_department,Подсистема ЭДО кафедры,электронный документооборот,Основания для разработки,rag_full,anthropic/claude-sonnet-4-20250514,"# 2. ОСНОВАНИЯ ДЛЯ РАЗРАБОТКИ

Разработка подсистемы электронного документооборота кафедры выполняется на основании следующих документов и обстоятельств:

## 2.1 Нормативные основания

Техническое задание разработано в соответствии с требованиями ГОСТ 19.201-78 «Техническое задание. Требования к содержанию и оформлению» и методическими рекомендациями по проектированию информационных систем для образовательных организаций высшего образования.

## 2.2 Организационные основания

Основанием для разработки подсистемы являются:
- решение руководства университета о модернизации корпоративной информационной системы;
- необходимость повышения эффективности документооборота на уровне кафедр;
- требования по обеспечению прозрачности и контролируемости процессов обработки служебной документации в структурных подразделениях вуза.

## 2.3 Техническая необходимость

Разработка подсистемы обусловлена следующими факторами:

**Проблемы существующей системы документооборота:**
- отсутствие единой автоматизированной системы регистрации и учета документов на уровне кафедры;
- неэффективность процессов согласования служебных записок, заявлений и распорядительных документов;
- отсутствие автоматизированного контроля сроков исполнения документов;
- недостаточное разграничение прав доступа к документам различных категорий.

**Потребности автоматизации:**
- обеспечение централизованного ведения реестра документов кафедры;
- автоматизация процедур согласования и утверждения документов;
- реализация системы уведомлений и контроля исполнительской дисциплины;
- интеграция с существующими подсистемами корпоративной информационной системы университета.

## 2.4 Соответствие стратегическим целям

Создание подсистемы ЭДО кафедры соответствует стратегическим направлениям цифровизации образовательного процесса и административно-хозяйственной деятельности университета, направленным на повышение качества управления и оптимизацию документооборота в структурных подразделениях.","chunk_1, chunk_2, chunk_284, chunk_272, chunk_61, chunk_90, chunk_420, chunk_430"
edo_department,Подсистема ЭДО кафедры,электронный документооборот,Назначение системы,baseline,anthropic/claude-sonnet-4-20250514,"# 2. НАЗНАЧЕНИЕ СИСТЕМЫ

## 2.1 Функциональное назначение

Подсистема электронного документооборота кафедры предназначена для автоматизации процессов создания, регистрации, согласования, утверждения и контроля исполнения документов в рамках деятельности кафедры образовательной организации высшего образования.

Подсистема обеспечивает:
- автоматизированную регистрацию входящих, исходящих и внутренних документов кафедры;
- организацию маршрутов согласования документов с учетом должностных полномочий сотрудников;
- контроль сроков исполнения поручений и документооборота;
- формирование отчетности по движению документов и состоянию исполнительской дисциплины;
- обеспечение информационной безопасности и разграничения доступа к документам.

## 2.2 Эксплуатационное назначение

Подсистема предназначена для эксплуатации в составе корпоративной информационной системы вуза и обслуживает потребности:
- заведующего кафедрой в части управления документооборотом и контроля исполнения;
- профессорско-преподавательского состава кафедры при работе с документами в рамках должностных обязанностей;
- административно-управленческого персонала кафедры при ведении делопроизводства;
- сотрудников других подразделений вуза при взаимодействии с кафедрой в части документооборота.

Подсистема функционирует в режиме многопользовательского доступа в рамках локальной вычислительной сети вуза с возможностью удаленного доступа через веб-интерфейс.",
edo_department,Подсистема ЭДО кафедры,электронный документооборот,Назначение системы,rag_gost,anthropic/claude-sonnet-4-20250514,"# 3. НАЗНАЧЕНИЕ СИСТЕМЫ

## 3.1. Функциональное назначение

Подсистема электронного документооборота кафедры предназначена для автоматизации процессов создания, регистрации, согласования, контроля исполнения и архивного хранения документов в рамках деятельности кафедры высшего учебного заведения.

Подсистема обеспечивает автоматизированную поддержку следующих основных процессов документооборота:
- регистрацию входящих, исходящих и внутренних документов кафедры;
- маршрутизацию документов по процедурам согласования и утверждения;
- контроль сроков исполнения поручений и документов;
- формирование отчетности по состоянию документооборота;
- архивное хранение документов с обеспечением их поиска и извлечения.

## 3.2. Эксплуатационное назначение

Подсистема предназначена для эксплуатации в составе корпоративной информационной системы вуза и должна обеспечивать:
- повышение эффективности документооборота кафедры за счет автоматизации рутинных операций;
- сокращение времени прохождения документов по инстанциям согласования;
- обеспечение прозрачности и контролируемости процессов документооборота;
- снижение вероятности потери документов и нарушения сроков их исполнения;
- формирование единого информационного пространства документооборота кафедры.

Подсистема должна эксплуатироваться сотрудниками кафедры с различными уровнями доступа в соответствии с их должностными обязанностями и полномочиями. Система должна обеспечивать одновременную работу всех сотрудников кафедры в режиме многопользовательского доступа с разграничением прав на просмотр, создание, редактирование и удаление документов.","chunk_1, chunk_146, chunk_147, chunk_148, chunk_149, chunk_150, chunk_151, chunk_152"
edo_department,Подсистема ЭДО кафедры,электронный документооборот,Назначение системы,rag_full,anthropic/claude-sonnet-4-20250514,"# 3. НАЗНАЧЕНИЕ СИСТЕМЫ

## 3.1 Цели создания системы

Подсистема электронного документооборота кафедры создается с целью автоматизации процессов управления документооборотом в рамках деятельности кафедры и обеспечения интеграции с корпоративной информационной системой университета.

Основными целями создания подсистемы являются:
- повышение эффективности обработки документов кафедры за счет автоматизации процессов регистрации, согласования и контроля исполнения;
- обеспечение прозрачности и контролируемости документооборота на уровне кафедры;
- сокращение временных затрат на обработку служебной документации;
- создание единого информационного пространства для работы с документами кафедры;
- обеспечение сохранности и структурированного хранения документов в электронном виде.

## 3.2 Основные функции системы

Подсистема ЭДО кафедры должна обеспечивать выполнение следующих основных функций:

- регистрация входящих, исходящих и внутренних документов кафедры с присвоением регистрационных номеров;
- организация процессов согласования документов с возможностью настройки маршрутов согласования;
- контроль сроков исполнения документов и формирование уведомлений о приближении контрольных дат;
- поиск документов по различным критериям (номер, дата, тип документа, исполнитель, ключевые слова);
- формирование отчетов о состоянии документооборота кафедры;
- архивное хранение документов с обеспечением их целостности и доступности;
- интеграция с корпоративной информационной системой университета для обмена данными.

## 3.3 Категории пользователей системы

Подсистема предназначена для использования следующими категориями пользователей:

**Заведующий кафедрой** — осуществляет общее руководство документооборотом кафедры, утверждает документы, контролирует исполнение поручений, имеет доступ ко всем документам кафедры и сводной отчетности.

**Секретарь кафедры** — выполняет регистрацию документов, ведет контроль сроков исполнения, формирует отчеты, обеспечивает техническое сопровождение документооборота.

**Преподаватели кафедры** — создают и согласовывают документы в рамках своей компетенции, получают уведомления о поступивших на исполнение документах, работают с документами согласно назначенным правам доступа.

**Администратор подсистемы** — осуществляет настройку системы, управление учетными записями пользователей, резервное копирование данных, мониторинг работоспособности подсистемы.

Разграничение прав доступа пользователей к функциям подсистемы и документам осуществляется в соответствии с их должностными обязанностями и организационной структурой кафедры.","chunk_284, chunk_2, chunk_61, chunk_272, chunk_1, chunk_90, chunk_420, chunk_430"
